HBA;HBD;HBA:HBD;T(K);Tc(K);Pc(bar);?;Density (kg/m3);LSSVR;ARD%;AARD%
Tetrahexylammonium bromide;Ethylene glycol;"1;2";293.15;710.19;22.824;1.0056;1007.8;1010.48109;0.27;
Tetrahexylammonium bromide;Ethylene glycol;"1;2";298.15;710.19;22.824;1.0056;1004.5;1005.703507;0.12;
Tetrahexylammonium bromide;Ethylene glycol;"1;2";303.15;710.19;22.824;1.0056;1001.3;1001.309367;0.00;
Tetrahexylammonium bromide;Ethylene glycol;"1;2";308.15;710.19;22.824;1.0056;998.3;997.2319555;0.11;
Tetrahexylammonium bromide;Ethylene glycol;"1;2";313.15;710.19;22.824;1.0056;995.1;993.4572448;0.17;
Tetrahexylammonium bromide;Ethylene glycol;"1;2";318.15;710.19;22.824;1.0056;991.9;990.0386658;0.19;
Tetrahexylammonium bromide;Ethylene glycol;"1;2";323.15;710.19;22.824;1.0056;988.6;987.1017953;0.15;
Tetrahexylammonium bromide;Ethylene glycol;"1;2";328.15;710.19;22.824;1.0056;985.4;984.8375834;0.06;
Tetrahexylammonium bromide;Ethylene glycol;"1;2";333.15;710.19;22.824;1.0056;982.2;983.4845211;0.13;
Tetrahexylammonium bromide;Ethylene glycol;"1;2";338.15;710.19;22.824;1.0056;978.9;983.3018966;0.45;
Tetrahexylammonium bromide;Ethylene glycol;"1;2";343.15;710.19;22.824;1.0056;975.7;984.5377348;0.91;
Tetrahexylammonium bromide;Glycerol;"1;2";293.15;793.24;19.639;1.3155;1045.8;1048.684019;0.28;
Tetrahexylammonium bromide;Glycerol;"1;2";298.15;793.24;19.639;1.3155;1042.6;1043.87689;0.12;
Tetrahexylammonium bromide;Glycerol;"1;2";303.15;793.24;19.639;1.3155;1039.3;1039.348522;0.00;
Tetrahexylammonium bromide;Glycerol;"1;2";308.15;793.24;19.639;1.3155;1036.0;1035.081197;0.09;
Tetrahexylammonium bromide;Glycerol;"1;2";313.15;793.24;19.639;1.3155;1032.7;1031.086598;0.16;
Tetrahexylammonium bromide;Glycerol;"1;2";318.15;793.24;19.639;1.3155;1029.5;1027.416177;0.20;
Tetrahexylammonium bromide;Glycerol;"1;2";323.15;793.24;19.639;1.3155;1026.3;1024.165835;0.21;
Tetrahexylammonium bromide;Glycerol;"1;2";328.15;793.24;19.639;1.3155;1023.1;1021.473647;0.16;
Tetrahexylammonium bromide;Glycerol;"1;2";333.15;793.24;19.639;1.3155;1020.0;1019.510384;0.05;
Tetrahexylammonium bromide;Glycerol;"1;2";338.15;793.24;19.639;1.3155;1016.8;1018.463731;0.16;
Tetrahexylammonium bromide;Glycerol;"1;2";343.15;793.24;19.639;1.3155;1013.7;1018.518075;0.48;
Trimethylglicine;2-Chloro benzoic acid;"1;2";338.15;745.01;38.678;0.5852;1290.0;1275.708589;1.11;
Trimethylglicine;2-Chloro benzoic acid;"1;2";348.15;745.01;38.678;0.5852;1270.0;1263.596296;0.50;
Trimethylglicine;2-Chloro benzoic acid;"1;2";363.15;745.01;38.678;0.5852;1250.0;1241.74807;0.66;
Trimethylglicine;2-Chloro benzoic acid;"1;2";373.15;745.01;38.678;0.5852;1240.0;1227.001942;1.05;
Trimethylglicine;2-Chloro benzoic acid;"1;2";338.15;745.01;38.678;0.5852;1270.0;1275.708589;0.45;
Trimethylglicine;2-Chloro benzoic acid;"1;2";348.15;745.01;38.678;0.5852;1250.0;1263.596296;1.09;
Trimethylglicine;2-Chloro benzoic acid;"1;2";363.15;745.01;38.678;0.5852;1230.0;1241.74807;0.96;
Trimethylglicine;2-Chloro benzoic acid;"1;2";373.15;745.01;38.678;0.5852;1220.0;1227.001942;0.57;
Trimethylglicine;Benzoic acid;"1;2";353.15;711.92;40.881;0.5609;1180.0;1166.722599;1.13;
Trimethylglicine;Benzoic acid;"1;2";363.15;711.92;40.881;0.5609;1170.0;1165.185043;0.41;
Trimethylglicine;Benzoic acid;"1;2";373.15;711.92;40.881;0.5609;1150.0;1159.18514;0.80;
Trimethylglicine;Mandelic acid;"1;2";298.15;780.73;35.488;0.8301;1220.0;1202.529465;1.43;
Trimethylglicine;Mandelic acid;"1;2";323.15;780.73;35.488;0.8301;1210.0;1206.537519;0.29;
Trimethylglicine;Mandelic acid;"1;2";333.15;780.73;35.488;0.8301;1200.0;1201.63952;0.14;
Trimethylglicine;Mandelic acid;"1;2";348.15;780.73;35.488;0.8301;1190.0;1189.93688;0.01;
Trimethylglicine;Mandelic acid;"1;2";363.15;780.73;35.488;0.8301;1180.0;1177.582904;0.20;
Trimethylglicine;Phenylacetic acid;"1;2";298.15;725.69;37.334;0.5804;1160.0;1155.001282;0.43;
Trimethylglicine;Phenylacetic acid;"1;2";323.15;725.69;37.334;0.5804;1150.0;1141.904122;0.70;
Trimethylglicine;Phenylacetic acid;"1;2";333.15;725.69;37.334;0.5804;1130.0;1132.715598;0.24;
Trimethylglicine;Phenylacetic acid;"1;2";348.15;725.69;37.334;0.5804;1120.0;1119.5765;0.04;
Trimethylglicine;Phenylacetic acid;"1;2";363.15;725.69;37.334;0.5804;1110.0;1111.709843;0.15;

